theta0 -3.4231876592608994e-18
theta1 -0.24780679235277978

iteration 35
theta0 -2.590520390792032e-18
theta1 -0.253890118637157

iteration 36
theta0 -2.312964634635743e-18
theta1 -0.25991261165869045

iteration 37
theta0 -1.5728159515523052e-18
theta1 -0.26587487975000856

iteration 38
theta0 -2.7755575615628915e-18
theta1 -0.2717775251604135

iteration 39
theta0 -2.590520390792032e-18
theta1 -0.27762114411671435

iteration 40
theta0 -2.498001805406602e-18
theta1 -0.28340632688345224

iteration 41
theta0 -2.498001805406602e-18
theta1 -0.28913365782252276

iteration 42
theta0 -2.6830389761774616e-18
theta1 -0.2948037154522026

iteration 43
theta0 -2.9605947323337506e-18
theta1 -0.3004170725055856

iteration 44
theta0 -2.220446049250313e-18
theta1 -0.30597429598843473

iteration 45
theta0 -1.4802973661668753e-18
theta1 -0.3114759472364554

iteration 46
theta0 -2.220446049250313e-18
theta1 -0.31692258197199585

iteration 47
theta0 -2.590520390792032e-18
theta1 -0.3223147503601809

iteration 48
theta0 -2.1279274638648836e-18
theta1 -0.32765299706448414

iteration 49
theta0 -2.220446049250313e-18
theta1 -0.3329378613017443

iteration 50
theta0 -3.0531133177191805e-18
theta1 -0.33816987689663186

iteration 51
theta0 -1.8503717077085942e-18
theta1 -0.34334957233557056

iteration 52
theta0 -1.7578531223231643e-18
theta1 -0.3484774708201199

iteration 53
theta0 -2.4054832200211722e-18
theta1 -0.3535540903198237

iteration 54
theta0 -2.0354088784794537e-18
theta1 -0.3585799436245305

iteration 55
theta0 -2.312964634635743e-18
theta1 -0.3635555383961902

iteration 56
theta0 -2.498001805406602e-18
theta1 -0.3684813772201333

iteration 57
theta0 -2.1279274638648836e-18
theta1 -0.373357957655837

iteration 58
theta0 -2.7755575615628915e-18
theta1 -0.37818577228718364

iteration 59
theta0 -2.590520390792032e-18
theta1 -0.38296530877221685

iteration 60
theta0 -3.1456319031046104e-18
theta1 -0.3876970498923997

iteration 61
theta0 -2.312964634635743e-18
theta1 -0.39238147360138076

iteration 62
theta0 -2.590520390792032e-18
theta1 -0.39701905307327195

iteration 63
theta0 -2.4054832200211722e-18
theta1 -0.40161025675044426

iteration 64
theta0 -3.1456319031046104e-18
theta1 -0.40615554839084483

iteration 65
theta0 -2.4054832200211722e-18
theta1 -0.4106553871148414

iteration 66
theta0 -2.590520390792032e-18
theta1 -0.415110227451598

iteration 67
theta0 -1.6653345369377347e-18
theta1 -0.419520519384987

iteration 68
theta0 -2.7755575615628915e-18
theta1 -0.4238867083990422

iteration 69
theta0 -1.8503717077085942e-18
theta1 -0.4282092355229568

iteration 70
theta0 -1.6653345369377347e-18
theta1 -0.43248853737563225

iteration 71
theta0 -2.1279274638648836e-18
theta1 -0.436725046209781

iteration 72
theta0 -2.220446049250313e-18
theta1 -0.4409191899555882

iteration 73
theta0 -2.8680761469483214e-18
theta1 -0.4450713922639373

iteration 74
theta0 -2.220446049250313e-18
theta1 -0.44918207254920295

iteration 75
theta0 -1.295260195396016e-18
theta1 -0.45325164603161594

iteration 76
theta0 -2.590520390792032e-18
theta1 -0.4572805237792048

iteration 77
theta0 -2.312964634635743e-18
theta1 -0.46126911274931776

iteration 78
theta0 -1.5728159515523052e-18
theta1 -0.4652178158297296

iteration 79
theta0 -1.4802973661668753e-18
theta1 -0.4691270318793373

iteration 80
theta0 -2.498001805406602e-18
theta1 -0.4729971557684489

iteration 81
theta0 -2.590520390792032e-18
theta1 -0.47682857841866944

iteration 82
theta0 -1.3877787807814458e-18
theta1 -0.48062168684238776

iteration 83
theta0 -3.23815048849004e-18
theta1 -0.4843768641818689

iteration 84
theta0 -2.4054832200211722e-18
theta1 -0.4880944897479553

iteration 85
theta0 -2.4054832200211722e-18
theta1 -0.49177493905838077

iteration 86
theta0 -1.6653345369377347e-18
theta1 -0.495418583875702

iteration 87
theta0 -1.4802973661668753e-18
theta1 -0.49902579224485

iteration 88
theta0 -1.942890293094024e-18
theta1 -0.5025969285303065

iteration 89
theta0 -1.7578531223231643e-18
theta1 -0.5061323534529084

iteration 90
theta0 -2.590520390792032e-18
theta1 -0.5096324241262844

iteration 91
theta0 -2.0354088784794537e-18
theta1 -0.5130974940929266

iteration 92
theta0 -2.1279274638648836e-18
theta1 -0.5165279133599023

iteration 93
theta0 -2.220446049250313e-18
theta1 -0.5199240284342084

iteration 94
theta0 -2.1279274638648836e-18
theta1 -0.5232861823577714

iteration 95
theta0 -2.6830389761774616e-18
theta1 -0.5266147147420986

iteration 96
theta0 -2.312964634635743e-18
theta1 -0.5299099618025827

iteration 97
theta0 -2.590520390792032e-18
theta1 -0.5331722563924618

iteration 98
theta0 -2.7755575615628915e-18
theta1 -0.5364019280364422

iteration 99
theta0 -2.1279274638648836e-18
theta1 -0.5395993029639827

iteration 100
theta0 -2.0354088784794537e-18
theta1 -0.542764704142248

iteration 101
theta0 -2.312964634635743e-18
theta1 -0.5458984513087305

iteration 102
theta0 -2.8680761469483214e-18
theta1 -0.5490008610035482

iteration 103
theta0 -1.7578531223231643e-18
theta1 -0.5520722466014177

iteration 104
theta0 -1.942890293094024e-18
theta1 -0.5551129183433086

iteration 105
theta0 -2.220446049250313e-18
theta1 -0.5581231833677804

iteration 106
theta0 -2.6830389761774616e-18
theta1 -0.5611033457420077

iteration 107
theta0 -2.590520390792032e-18
theta1 -0.5640537064924926

iteration 108
theta0 -2.8680761469483214e-18
theta1 -0.5669745636354727

iteration 109
theta0 -2.312964634635743e-18
theta1 -0.569866212207023

iteration 110
theta0 -2.4054832200211722e-18
theta1 -0.5727289442928578

iteration 111
theta0 -2.312964634635743e-18
theta1 -0.5755630490578343

iteration 112
theta0 -2.0354088784794537e-18
theta1 -0.578368812775161

iteration 113
theta0 -2.4054832200211722e-18
theta1 -0.5811465188553143

iteration 114
theta0 -1.8503717077085942e-18
theta1 -0.5838964478746662

iteration 115
theta0 -2.0354088784794537e-18
theta1 -0.5866188776038246

iteration 116
theta0 -2.0354088784794537e-18
theta1 -0.5893140830356913

iteration 117
theta0 -2.4054832200211722e-18
theta1 -0.5919823364132394

iteration 118
theta0 -2.498001805406602e-18
theta1 -0.594623907257012

iteration 119
theta0 -1.4802973661668753e-18
theta1 -0.5972390623923469

iteration 120
theta0 -2.220446049250313e-18
theta1 -0.5998280659763284

iteration 121
theta0 -2.1279274638648836e-18
theta1 -0.6023911795244702

iteration 122
theta0 -1.7578531223231643e-18
theta1 -0.6049286619371305

iteration 123
theta0 -1.8503717077085942e-18
theta1 -0.6074407695256642

iteration 124
theta0 -2.312964634635743e-18
theta1 -0.6099277560383125

iteration 125
theta0 -2.4054832200211722e-18
theta1 -0.6123898726858344

iteration 126
theta0 -2.312964634635743e-18
theta1 -0.6148273681668811

iteration 127
theta0 -2.312964634635743e-18
theta1 -0.6172404886931173

iteration 128
theta0 -2.220446049250313e-18
theta1 -0.6196294780140912

iteration 129
theta0 -2.312964634635743e-18
theta1 -0.6219945774418553

iteration 130
theta0 -2.220446049250313e-18
theta1 -0.6243360258753418

iteration 131
theta0 -2.590520390792032e-18
theta1 -0.6266540598244934

iteration 132
theta0 -2.220446049250313e-18
theta1 -0.6289489134341535

iteration 133
theta0 -2.312964634635743e-18
theta1 -0.6312208185077169

iteration 134
theta0 -2.498001805406602e-18
theta1 -0.6334700045305448

iteration 135
theta0 -2.498001805406602e-18
theta1 -0.6356966986931444

iteration 136
theta0 -2.1279274638648836e-18
theta1 -0.637901125914118

iteration 137
theta0 -2.220446049250313e-18
theta1 -0.6400835088628818

iteration 138
theta0 -2.7755575615628915e-18
theta1 -0.6422440679821579

iteration 139
theta0 -2.220446049250313e-18
theta1 -0.6443830215102414

iteration 140
theta0 -2.6830389761774616e-18
theta1 -0.646500585503044

iteration 141
theta0 -2.312964634635743e-18
theta1 -0.6485969738559186

